date,inception_return,one_day_return,one_month_return,one_week_return,one_year_return,portfolio,ytd_return
2023-01-17,0.788542,-0.242156,2.1446,1.13001,-,core,2.91956
2023-01-16,1.0332,0.139889,2.39255,1.56512,-,core,3.16939
2023-01-13,0.892062,-0.279402,0.681942,0.664993,-,core,3.02527
2023-01-12,1.17475,0.356584,0.140477,3.29241,-,core,3.31393
2023-01-11,0.815255,1.15682,0.218728,0.942195,-,core,2.94684
2023-01-10,-0.337654,0.187051,0.402731,1.76955,-,core,1.76955
2023-01-09,-0.523725,-0.747608,0.215277,1.69569,-,core,1.57955
2023-01-06,0.22557,2.32337,0.217951,2.46171,-,core,2.34469
2023-01-05,-2.05017,-1.92683,-1.47901,-0.590602,-,core,0.0208345
2023-01-04,-0.125754,1.98593,0.735314,3.18301,-,core,1.98593
2023-01-03,-2.07057,0.11434,-2.59279,-0.0120291,-,core,-
2022-12-30,-2.18241,-0.724821,-3.17684,-0.820937,-,core,-2.18241
2022-12-29,-1.46823,1.79606,0.0193874,0.356213,-,core,-1.46823
2022-12-28,-3.2067,-1.17204,-1.16559,-2.06484,-,core,-3.2067
2022-12-27,-2.05879,-0.69559,-0.703598,-0.150712,-,core,-2.05879
2022-12-23,-1.37275,0.45347,0.0327608,-0.0457664,-,core,-1.37275
2022-12-22,-1.81797,-0.659729,-0.525666,-0.497498,-,core,-1.81797
2022-12-21,-1.16593,0.759535,1.60573,-1.37177,-,core,-1.16593
2022-12-20,-1.91096,-0.402291,1.10198,-2.91368,-,core,-1.91096
2022-12-19,-1.51476,-0.189689,1.51034,-2.0975,-,core,-1.51476
2022-12-16,-1.32759,-0.000518163,2.0439,-0.594556,-,core,-1.32759
2022-12-15,-1.32708,-1.53257,1.16172,-1.66735,-,core,-1.32708
2022-12-14,0.208697,-0.815697,4.0805,0.20108,-,core,0.208697
2022-12-13,1.03282,0.435003,3.53489,1.62195,-,core,1.03282
2022-12-12,0.595225,1.34254,3.08646,1.46251,-,core,0.595225
2022-12-09,-0.737415,-1.07972,6.03925,-1.26675,-,core,-0.737415
2022-12-08,0.346041,0.338414,5.39914,0.0919641,-,core,0.346041
2022-12-07,0.00760178,0.590752,5.26749,-1.00909,-,core,0.00760178
2022-12-06,-0.579725,0.277429,3.54278,0.921311,-,core,-0.579725
2022-12-05,-0.854783,-1.38349,3.25632,1.23592,-,core,-0.854783
2022-12-02,0.536124,0.281566,6.41827,1.92722,-,core,0.536124
2022-12-01,0.253844,-0.76535,4.3762,1.81622,-,core,0.253844
2022-11-30,1.02705,2.55235,5.54713,2.46676,-,core,1.02705
2022-11-29,-1.48733,0.590029,3.01817,-0.190676,-,core,-1.48733
2022-11-28,-2.06518,-0.710077,2.4139,0.681266,-,core,-2.06518
2022-11-25,-1.36479,0.172356,4.40898,1.66492,-,core,-1.36479
2022-11-24,-1.5345,-0.131301,4.0638,1.85726,-,core,-1.5345
2022-11-23,-1.40505,-0.107306,6.28376,1.96379,-,core,-1.40505
2022-11-22,-1.29913,1.46879,6.09901,1.19037,-,core,-1.29913
2022-11-21,-2.72786,0.259981,4.56319,1.03049,-,core,-2.72786
2022-11-18,-2.98009,0.361873,5.39334,-0.5774,-,core,-2.98009
2022-11-17,-3.32992,-0.0268489,4.31073,-1.52367,-,core,-3.32992
2022-11-16,-3.30395,-0.865018,4.46521,3.2975,-,core,-3.30395
2022-11-15,-2.46022,1.30847,7.58908,2.45157,-,core,-2.46022
2022-11-14,-3.72001,-1.33564,6.1995,1.34382,-,core,-3.72001
2022-11-11,-2.41665,-0.593332,7.26569,1.6297,-,core,-2.41665
2022-11-10,-1.8342,4.86759,7.74077,3.70047,-,core,-1.8342
2022-11-09,-6.39072,-1.67686,2.72483,-0.913848,-,core,-6.39072
2022-11-08,-4.79425,0.213083,3.80869,-0.879465,-,core,-4.79425
2022-11-07,-4.99669,-1.05733,3.58796,-0.746123,-,core,-4.99669
2022-11-04,-3.98146,1.43215,3.79647,0.409982,-,core,-3.98146
2022-11-03,-5.33717,0.201341,1.09325,0.356297,-,core,-5.33717
2022-11-02,-5.52738,-1.64274,2.14329,0.0027224,-,core,-5.52738
2022-11-01,-3.94952,0.347894,6.84583,1.51147,-,core,-3.94952
2022-10-31,-4.28251,0.0951539,6.47541,3.18189,-,core,-4.28251
2022-10-28,-4.37351,1.37792,3.89601,2.7942,-,core,-4.37351
2022-10-27,-5.67325,-0.151687,4.58566,3.02281,-,core,-5.67325
2022-10-26,-5.52995,-0.158815,5.31114,2.62341,-,core,-5.52995
2022-10-25,-5.37968,1.99917,4.93094,2.09896,-,core,-5.37968
2022-10-24,-7.23422,-0.280946,2.87431,0.219162,-,core,-7.23422
2022-10-21,-6.97287,1.60338,1.46017,2.61151,-,core,-6.97287
2022-10-20,-8.44091,-0.538778,-0.381113,-0.97574,-,core,-8.44091
2022-10-19,-7.94494,-0.669051,-1.08953,1.18888,-,core,-7.94494
2022-10-18,-7.32489,0.121207,0.308459,1.71452,-,core,-7.32489
2022-10-17,-7.43709,2.09946,0.187026,1.57657,-,core,-7.43709
2022-10-14,-9.34045,-1.94862,-2.67166,-1.14831,-,core,-9.34045
2022-10-13,-7.53873,1.63539,0.576097,0.132265,-,core,-7.53873
2022-10-12,-9.0265,-0.153059,-4.07233,-1.65725,-,core,-9.0265
2022-10-11,-8.88704,-0.0145888,-3.78236,-2.69777,-,core,-8.88704
2022-10-10,-8.87375,-0.63944,-3.76832,-1.47479,-,core,-8.87375
2022-10-07,-8.2873,-0.678415,-2.20841,2.02052,-,core,-8.2873
2022-10-06,-7.66086,-0.180986,0.219588,2.28478,-,core,-7.66086
2022-10-05,-7.49344,-1.20949,-0.141605,0.50628,-,core,-7.49344
2022-10-04,-6.36088,1.24212,1.08096,3.82325,-,core,-6.36088
2022-10-03,-7.50972,2.8855,-0.159178,3.10419,-,core,-7.50972
2022-09-30,-10.1037,-0.421138,-2.99286,-0.307819,-,core,-10.1037
2022-09-29,-9.72348,-1.91662,-2.58508,-1.11624,-,core,-9.72348
2022-09-28,-7.95942,2.05085,-1.764,0.384181,-,core,-7.95942
2022-09-27,-9.8091,0.540929,-3.44755,-1.86975,-,core,-9.8091
2022-09-26,-10.2943,-0.519271,-3.96702,-3.6139,-,core,-10.2943
2022-09-23,-9.8261,-1.22864,-4.50033,-2.39876,-,core,-9.8261
2022-09-22,-8.70441,-0.428344,-3.76331,-1.3076,-,core,-8.70441
2022-09-21,-8.31167,-0.240494,-3.22262,-1.5672,-,core,-8.31167
2022-09-20,-8.09063,-1.24608,-4.07296,-0.0242439,-,core,-8.09063
2022-09-19,-6.93092,0.734884,-2.86256,-1.86262,-,core,-6.93092
2022-09-16,-7.60988,-0.124385,-3.64041,-2.43363,-,core,-7.60988
2022-09-15,-7.49482,-0.690263,-4.78506,-1.67101,-,core,-7.49482
2022-09-14,-6.85185,1.32326,-3.08953,-0.677815,-,core,-6.85185
2022-09-13,-8.06834,-3.06199,-4.05176,-0.222671,-,core,-8.06834
2022-09-12,-5.16449,0.148759,-1.02103,2.37243,-,core,-5.16449
2022-09-09,-5.30536,0.656286,-0.864576,2.22037,-,core,-5.30536
2022-09-08,-5.92277,0.312842,0.204244,1.13726,-,core,-5.92277
2022-09-07,-6.21617,1.78757,-1.33258,1.20215,-,core,-6.21617
2022-09-06,-7.86318,-0.540735,-2.24459,-0.577682,-,core,-7.86318
2022-09-02,-7.36226,-0.410247,-2.15652,-0.828117,-,core,-7.36226
2022-09-01,-6.98065,0.377197,-0.467816,-2.72206,-,core,-6.98065
2022-08-31,-7.3302,-0.00255166,-1.3384,-1.85701,-,core,-7.3302
2022-08-30,-7.32783,-1.0899,-1.26594,-2.31223,-,core,-7.32783
2022-08-29,-6.30667,0.301925,-0.177978,-1.10634,-,core,-6.30667
2022-08-26,-6.5887,-2.31217,0.803426,-2.50538,-,core,-6.5887
2022-08-25,-4.37776,1.2698,4.7165,-1.04415,-,core,-4.37776
2022-08-24,-5.57674,-0.466373,2.36651,-1.51993,-,core,-5.57674
2022-08-23,-5.13432,0.131088,3.3617,-2.35541,-,core,-5.13432
2022-08-22,-5.25851,-1.11704,3.22638,-1.43183,-,core,-5.25851
2022-08-19,-4.18825,-0.848035,5.02767,-0.00214079,-,core,-4.18825
2022-08-18,-3.36879,0.782893,5.55995,1.9055,-,core,-3.36879
2022-08-17,-4.11943,-1.3108,6.45629,0.376968,-,core,-4.11943
2022-08-16,-2.84594,1.07819,6.71167,3.48147,-,core,-2.84594
2022-08-15,-3.88227,0.317214,5.57339,1.12286,-,core,-3.88227
2022-08-12,-4.1862,1.04346,6.68543,1.65662,-,core,-4.1862
2022-08-11,-5.17566,-0.728797,5.66371,0.407685,-,core,-5.17566
2022-08-10,-4.47951,1.7415,6.52739,0.888227,-,core,-4.47951
2022-08-09,-6.11453,-1.22564,4.09129,0.458946,-,core,-6.11453
2022-08-08,-4.94955,0.84672,5.38291,1.19617,-,core,-4.94955
2022-08-05,-5.7476,-0.197933,4.54272,0.41766,-,core,-5.7476
2022-08-04,-5.56068,-0.253695,5.82557,1.04338,-,core,-5.56068
2022-08-03,-5.32048,1.30859,5.87769,2.17201,-,core,-5.32048
2022-08-02,-6.54344,-0.500782,4.60261,2.34484,-,core,-6.54344
2022-08-01,-6.07307,0.0708983,5.12908,1.82842,-,core,-6.07307
2022-07-29,-6.13962,0.423949,5.86606,2.26636,-,core,-6.13962
2022-07-28,-6.53586,0.86045,5.25961,1.51023,-,core,-6.53586
2022-07-27,-7.33321,1.47997,3.06215,1.5802,-,core,-7.33321
2022-07-26,-8.68465,-1.00285,0.581099,-0.247092,-,core,-8.68465
2022-07-25,-7.75962,0.501276,1.59999,2.41459,-,core,-7.75962
2022-07-22,-8.21969,-0.318554,4.11411,0.809265,-,core,-8.21969
2022-07-21,-7.92639,0.92997,4.33707,3.25844,-,core,-7.92639
2022-07-20,-8.77475,-0.345525,4.49295,1.57623,-,core,-8.77475
2022-07-19,-8.45846,1.63867,5.20617,2.00566,-,core,-8.45846
2022-07-18,-9.93433,-1.07405,3.50998,0.444009,-,core,-9.93433
2022-07-15,-8.95647,2.10322,2.46393,0.940409,-,core,-8.95647
2022-07-14,-10.8319,-0.714303,1.74273,-1.98837,-,core,-10.8319
2022-07-13,-10.1904,0.0757811,2.64392,-0.385093,-,core,-10.1904
2022-07-12,-10.2584,0.0826341,0.0115952,0.561495,-,core,-10.2584
2022-07-11,-10.3325,-0.585155,-0.0709802,0.272915,-,core,-10.3325
2022-07-08,-9.80468,-0.859304,-1.92679,0.952423,-,core,-9.80468
2022-07-07,-9.02291,0.909816,-2.38771,2.88664,-,core,-9.02291
2022-07-06,-9.84317,1.02675,-2.5425,1.68879,-,core,-9.84317
2022-07-05,-10.7594,-0.204571,-3.37862,0.502988,-,core,-10.7594
2022-07-04,-10.5765,0.0885379,-3.18055,-0.544989,-,core,-10.5765
2022-07-01,-10.6556,1.04021,-3.32229,-1.58986,-,core,-10.6556
2022-06-30,-11.5754,-0.265027,-5.16419,-0.492785,-,core,-11.5754
2022-06-29,-11.3404,-0.151329,-6.07476,0.57398,-,core,-11.3404
2022-06-28,-11.2061,-1.24517,-6.27182,0.62056,-,core,-11.2061
2022-06-27,-10.0865,-0.962993,-5.09003,2.99043,-,core,-10.0865
2022-06-24,-9.21221,2.1666,-1.90104,4.33989,-,core,-9.21221
2022-06-23,-11.1375,0.80418,-2.83008,2.83943,-,core,-11.1375
2022-06-22,-11.8464,-0.105085,-3.94663,-0.788532,-,core,-11.8464
2022-06-21,-11.7537,1.08076,-2.99814,0.690911,-,core,-11.7537
2022-06-20,-12.6972,0.334669,-4.03529,-0.221185,-,core,-12.6972
2022-06-17,-12.9884,0.697391,-4.24682,-3.03089,-,core,-12.9884
2022-06-16,-13.591,-2.75198,-7.25659,-4.58522,-,core,-13.591
2022-06-15,-11.1458,1.38455,-3.8151,-3.38502,-,core,-11.1458
2022-06-14,-12.3592,0.16513,-6.06745,-5.96734,-,core,-12.3592
2022-06-13,-12.5037,-2.49068,-6.2223,-5.41846,-,core,-12.5037
2022-06-10,-10.2688,-0.916698,-2.21121,-2.84736,-,core,-10.2688
2022-06-09,-9.4386,-1.52873,-1.60551,-3.4609,-,core,-9.4386
2022-06-08,-8.03267,-1.32525,0.480684,-0.484047,-,core,-8.03267
2022-06-07,-6.7975,0.749802,-3.70372,-0.0398596,-,core,-6.7975
2022-06-06,-7.49114,0.160008,-4.42037,-1.99683,-,core,-7.49114
2022-06-03,-7.63892,-1.54243,-7.63892,-2.50645,-,core,-7.63892
2022-06-02,-6.192,1.5077,-6.192,0.114554,-,core,-6.192
2022-06-01,-7.58534,-0.884814,-7.58534,-0.143147,-,core,-7.58534
2022-05-31,-6.76034,-1.22263,-,1.9563,-,core,-6.76034
2022-05-30,-5.60625,-0.360823,-,2.85275,-,core,-5.60625
2022-05-27,-5.26442,1.10449,-,4.13497,-,core,-5.26442
2022-05-26,-6.29934,1.24642,-,2.60765,-,core,-6.29934
2022-05-25,-7.45286,1.19904,-,1.84488,-,core,-7.45286
2022-05-24,-8.54939,-0.354132,-,-1.84536,-,core,-8.54939
2022-05-23,-8.22438,0.881334,-,-0.652683,-,core,-8.22438
2022-05-20,-9.02617,-0.378385,-,-2.49512,-,core,-9.02617
2022-05-19,-8.68063,0.493759,-,-0.476328,-,core,-8.68063
2022-05-18,-9.12931,-2.46779,-,-0.969433,-,core,-9.12931
2022-05-17,-6.83007,0.856667,-,1.22864,-,core,-6.83007
2022-05-16,-7.62144,-0.989556,-,0.929973,-,core,-7.62144
2022-05-13,-6.69817,1.68424,-,-3.60109,-,core,-6.69817
2022-05-12,-8.24357,-0.00415207,-,-5.38254,-,core,-8.24357
2022-05-11,-8.23976,-0.302981,-,-8.23976,-,core,-8.23976
2022-05-10,-7.9609,0.5591,-,-7.9609,-,core,-7.9609
2022-05-09,-8.47262,-5.43444,-,-8.47262,-,core,-8.47262
2022-05-06,-3.21278,-0.194896,-,-,-,core,-3.21278
2022-05-05,-3.02378,-3.02378,-,-,-,core,-3.02378
2022-05-04,-,-,-,-,-,core,-
2022-05-03,-,-,-,-,-,core,-
2022-05-02,-,-,-,-,-,core,-
